text,text_lemmatize
platelets are tiny blood cells that help your body form clots to stop bleeding if one of your blood vessels gets damaged it sends out signals that are picked up by platelets the platelets then rush to the site of damage and form a plug or clot to repair the damage the process of spreading across the surface of a damaged blood vessel to stop bleeding is called adhesion this is because when platelets get to the site of the injury they grow sticky tentacles that help them adhere they also send out chemical signals to attract more platelets to pile onto the clot in a process called aggregation,platelet be tiny blood cell that help -PRON- body form clot to stop bleed if one of -PRON- blood vessel get damage -PRON- send out signal that be pick up by platelet the platelet then rush to the site of damage and form a plug or clot to repair the damage the process of spread across the surface of a damage blood vessel to stop bleed be call adhesion this be because when platelet get to the site of the injury -PRON- grow sticky tentacle that help -PRON- adhere -PRON- also send out chemical signal to attract more platelet to pile onto the clot in a process call aggregation
poisen must be inhaled ingested or absorbedthe poisen goes through your skin into your blood streamonce the poisen is in your blood stream it messes with your nervesthe poisen also prevents your muscles from contractingonce the blood stream infected with poisen reaches your heat it will cause it to stop,poisen must be inhale ingested or absorbedthe poisen go through -PRON- skin into -PRON- blood streamonce the poisen be in -PRON- blood stream -PRON- mess with -PRON- nervesthe poisen also prevent -PRON- muscle from contractingonce the blood stream infect with poisen reach -PRON- heat -PRON- will cause -PRON- to stop
prosthetic bones are put in when someone loses a arm leg ect the most common place that people get prosthetic bones is in the hip joint this is the jiont connecting the pelvis to the leg the most common meterials to make prosthetic bones are metals ceramics to replace bones and plastics to replace the joints,prosthetic bone be put in when someone lose a arm leg ect the most common place that people get prosthetic bone be in the hip joint this be the jiont connect the pelvi to the leg the most common meterial to make prosthetic bone be metal ceramic to replace bone and plastic to replace the joint
ptsd is post dramatic stress disorder is that when people have been in a scary or a dangerous situation and when that are not even in danger they are scared,ptsd be post dramatic stress disorder be that when people have be in a scary or a dangerous situation and when that be not even in danger -PRON- be scared
puking is when your stomach does digestion but the other way your stomach pushes food up that doesnt belong there you can also puke when you are sick with a virus you can also puke when you eat too much and then there is not enough room for the extra food so there is no other choice but to reverse the system and have the food come out of your mouth you can also puke when you have food poisoning and your stomach can sense that something that is there that is poison,puke be when -PRON- stomach do digestion but the other way -PRON- stomach push food up that do not belong there -PRON- can also puke when -PRON- be sick with a virus -PRON- can also puke when -PRON- eat too much and then there be not enough room for the extra food so there be no other choice but to reverse the system and have the food come out of -PRON- mouth -PRON- can also puke when -PRON- have food poisoning and -PRON- stomach can sense that something that be there that be poison
question how do we picture things in our mindwhenever we think about something we visualize it but do you know how,question how do -PRON- picture thing in -PRON- mindwhenever -PRON- think about something -PRON- visualize -PRON- but do -PRON- know how
red blood cells carries oxyagen around the bodywhite bloodcells fights off infectionplatlets form scabs so you dont bleed to death,red blood cell carry oxyagen around the bodywhite bloodcell fight off infectionplatlet form scab so -PRON- do not bleed to death
s explained to me mugdha to that ptsd post tramatic stress disorder it is where you cant get rid of the memory of somthing bad if anyone talks about it you get really stressed upset ex you may start crying or fliping out you have anxiety and you keep having flash backs you also might have nightmares about it it can happen to anyone who has been through somthing bad ptsd is in the amygdala the prefrontal cortex and the hippocampus new information all of the stuff above this typing is new info i need to understand what other times can ptsd happen can ptsd be cured or can it go way is ptsd rare and can ptsd lead to other bad illnesses and sicknesses putting our knowledge together,s explain to -PRON- mugdha to that ptsd post tramatic stress disorder -PRON- be where -PRON- can not get rid of the memory of somthe bad if anyone talk about -PRON- -PRON- get really stress upset ex -PRON- may start cry or flip out -PRON- have anxiety and -PRON- keep have flash back -PRON- also may have nightmare about -PRON- -PRON- can happen to anyone who have be through somthe bad ptsd be in the amygdala the prefrontal cortex and the hippocampus new information all of the stuff above this typing be new info i need to understand what other time can ptsd happen can ptsd be cure or can -PRON- go way be ptsd rare and can ptsd lead to other bad illness and sickness put -PRON- knowledge together
seixures can be debilitating they can also strike with little or no warning so they just come randomely so if one comes in the middle of driving or engaged to some type of phyisical activitity they might also probably prove dangerous but some reasearch project by two teens now they suggest that a simple device that can monitor brainwaves so they might warn when a seizure is on the way an that may save lots of peoples lives,seixure can be debilitate -PRON- can also strike with little or no warning so -PRON- just come randomely so if one come in the middle of driving or engage to some type of phyisical activitity -PRON- may also probably prove dangerous but some reasearch project by two teen now -PRON- suggest that a simple device that can monitor brainwave so -PRON- may warn when a seizure be on the way an that may save lot of people life
smailities they both have lens and sensers to captor light the lens in a camera moves to focus on a obgect and the one in your eye changes shape,smailitie -PRON- both have len and senser to captor light the lens in a camera move to focus on a obgect and the one in -PRON- eye change shape
smoking tabbaco is probably by far the most leading causes of getting lung cancer it is about  of lung cancer are death are,smoking tabbaco be probably by far the most leading cause of get lung cancer -PRON- be about   of lung cancer be death be
so last time i just left you with those scary demons and ghosts but really if sleep paralysis happened to you i am sure your gonna freak out because it is really scary first you cannot move and is breathing really fast which can clog your airways and make breathing hard but you think in the sleep paralysis you ar being strangled by a demon or alien which you brain thinks now normally if you are sleeping normally your brain sends signals around your body telling you not to move in your bedroom or house when you are dreaming now if you have sleep paralysis your brain gets confused and does not send those signals so you began to move but your body some times goes into emergency mode which it does not need those signals because your body is also confused that why did the brain now send signals so the body just gets in not to move mode,so last time i just leave -PRON- with those scary demon and ghost but really if sleep paralysis happen to -PRON- i be sure -PRON- go to freak out because -PRON- be really scary first -PRON- can not move and be breathe really fast which can clog -PRON- airway and make breathing hard but -PRON- think in the sleep paralysis -PRON- ar be strangle by a demon or alien which -PRON- brain think now normally if -PRON- be sleep normally -PRON- brain send signal around -PRON- body tell -PRON- not to move in -PRON- bedroom or house when -PRON- be dream now if -PRON- have sleep paralysis -PRON- brain get confused and do not send those signal so -PRON- begin to move but -PRON- body some time go into emergency mode which -PRON- do not need those signal because -PRON- body be also confused that why do the brain now send signal so the body just get in not to move mode
so the brain is like a very high tech computer if a computer takes a hard hit it can break you can lose hard drive and memory not to mention that sometimes it takes a while to get it working at all or you can t get it fixed although unlike a computer you cant buy a new brain,so the brain be like a very high tech computer if a computer take a hard hit -PRON- can break -PRON- can lose hard drive and memory not to mention that sometimes -PRON- take a while to get -PRON- work at all or -PRON- can t get -PRON- fix although unlike a computer -PRON- can not buy a new brain
so you can be alive today,so -PRON- can be alive today
some qusetoins i have are how do you dream i know that you dream when you go throw a proces cald raped eye movement but how is that possible,some qusetoin i have be how do -PRON- dream i know that -PRON- dream when -PRON- go throw a proce cald rape eye movement but how be that possible
tanushri was talking about high fevers causing comas so i went and reserched what part of the brain controls your body tempeture as you can tell from the title of the note the part of the brain that controls your body tempeture is the hypothalamus i wrote a note about the thalamus being the switchboard of the brain the hypothalamus controls your body tempeture lets go over it the thalamus is a switchboard the hypothalamus controls your body tempeture this note is about the hypothalamus,tanushri be talk about high fever cause coma so i go and reserche what part of the brain control -PRON- body tempeture as -PRON- can tell from the title of the note the part of the brain that control -PRON- body tempeture be the hypothalamus i write a note about the thalamus be the switchboard of the brain the hypothalamus control -PRON- body tempeture let go over -PRON- the thalamus be a switchboard the hypothalamus control -PRON- body tempeture this note be about the hypothalamus
that portion of the septum that separates the two upper chambers the right and left atria of the heart is termed the atrial or interatrial septum while the portion of the septum that lies between the two lower chambers the right and left ventricles of the heart is called the ventricular or interventricular,that portion of the septum that separate the two upper chamber the right and leave atria of the heart be term the atrial or interatrial septum while the portion of the septum that lie between the two low chamber the right and leave ventricle of the heart be call the ventricular or interventricular
thats true if we had no immune system diseases would get in,that s true if -PRON- have no immune system disease would get in
the air you breath in travels through roughly   miles   km of airways passages that carry air deep in to your lungs,the air -PRON- breath in travel through roughly    mile    km of airway passage that carry air deep in to -PRON- lung
the aorta is the largest artery in the body the aorta begins at the top of the left ventricle the hearts muscular pumping chamber the heart pumps blood from the left ventricle into the aorta through the aortic valve the descending thoracic aorta travels down through the chest,the aorta be the large artery in the body the aorta begin at the top of the left ventricle the heart muscular pump chamber the heart pump blood from the left ventricle into the aorta through the aortic valve the descend thoracic aorta travel down through the chest
the arteries are the blood vessels that deliver oxygenrich blood from the heart to the tissues in the body each artery is a muscular tube lined by smooth tissue and has three layers the largest artery is the aorta the main highpressure pipeline connected to the hearts left ventricle the aorta branches into a network of smaller arteries that extend throughout the body the arteries smaller branches are called arterioles and capillaries the pulmonary arteries carry oxygenpoor blood from the heart to the lungs under low pressure making these arteries unique,the artery be the blood vessel that deliver oxygenrich blood from the heart to the tissue in the body each artery be a muscular tube line by smooth tissue and have three layer the large artery be the aorta the main highpressure pipeline connect to the heart leave ventricle the aorta branch into a network of small artery that extend throughout the body the artery small branch be call arteriole and capillarie the pulmonary artery carry oxygenpoor blood from the heart to the lung under low pressure make these artery unique
the atrium brings blood back into the heart and pass it to the ventricles which pump the blood back out,the atrium bring blood back into the heart and pass -PRON- to the ventricle which pump the blood back out
the blind spot also known as scotoma is caused by a lack of receptors rods and cones where your optic nerve and blood vessels leave the eye experimenthold the image below about  inches away close your left eye stare at the with your right eye butdo not look at the image with your right eye even from under your eyelid very slowly move your head towards the screen at a certain point the dot should dissapear and then reapear when your head gets to close image https visionaryeyecare files wordpress com   blindspottestbwjpeg jpgw ,the blind spot also know as scotoma be cause by a lack of receptor rod and cone where -PRON- optic nerve and blood vessel leave the eye experimenthold the image below about   inch away close -PRON- left eye stare at the with -PRON- right eye butdo not look at the image with -PRON- right eye even from under -PRON- eyelid very slowly move -PRON- head towards the screen at a certain point the dot should dissapear and then reapear when -PRON- head get to close image https visionaryeyecare file wordpress com    blindspottestbwjpeg jpgw
the body is a wonderous place their are so many interesting theories and questions about our oragns bone and blood now lets go back to the organs an organ is a part of your body that has some sort of function there are many organs the heart your lungs your kidneys the brain and many more however how do these organs function the answer is fromenergy energyhelps the body parts function without energy the body would fail and you wouldnt be alive also where does human energy come from well they come from food however how does food become into energy well lets get started first you have to chew food then enzymes in your digestive system will break down the food into many small molecules next many sugars and fats will be made from the enzymes after this you will have adenosine triphosphate atp is a really special type of molecule this is the main molecule that gets the body running then these are brough to other cells by blood in the body to make another molecule the cells will make a molecule called adenosine diphosphate adp also the main sources that make atp are things like carbohydrates taking in more energy from exercising will be stored in your body if you dont get that much energy the stored energy will be used for the body this also depends on if you want to lose weight to lose weight you need to get more energy then its the oppsite for gaining weight thats all for now bye,the body be a wonderous place -PRON- be so many interesting theory and question about -PRON- oragns bone and blood now let go back to the organ an organ be a part of -PRON- body that have some sort of function there be many organ the heart -PRON- lung -PRON- kidney the brain and many more however how do these organ function the answer be fromenergy energyhelps the body part function without energy the body would fail and -PRON- would not be alive also where do human energy come from well -PRON- come from food however how do food become into energy well let get start first -PRON- have to chew food then enzyme in -PRON- digestive system will break down the food into many small molecule next many sugar and fat will be make from the enzyme after this -PRON- will have adenosine triphosphate atp be a really special type of molecule this be the main molecule that get the body run then these be brough to other cell by blood in the body to make another molecule the cell will make a molecule call adenosine diphosphate adp also the main source that make atp be thing like carbohydrate take in more energy from exercise will be store in -PRON- body if -PRON- do not get that much energy the store energy will be use for the body this also depend on if -PRON- want to lose weight to lose weight -PRON- need to get more energy then -PRON- the oppsite for gain weight that s all for now bye
the bone is hard because of the periosteum and the compact bone and the protective spongy bone in side is a liquid that is called marrow your spin is not one bone vit is a lot pf bones called vertabrae bones are atached to each outher useing ligaments and they are conected to your muscles with tendon s with out those we would just fall apart and cartilagea keeps our bones together like playdoh and a pencil puting it agian,the bone be hard because of the periosteum and the compact bone and the protective spongy bone in side be a liquid that be call marrow -PRON- spin be not one bone vit be a lot pf bone call vertabrae bone be atache to each outher useing ligament and -PRON- be conecte to -PRON- muscle with tendon s with out those -PRON- would just fall apart and cartilagea keep -PRON- bone together like playdoh and a pencil put -PRON- agian
the bones are a really important feture they do a lot of things like for instance make blood the bone marrow makes the blood and then relises it in to the body the bone also provides protection for other organs for instance the ribs portect your lungs another thing is about the bones is the provide structional soppport for the body thank you for your time,the bone be a really important feture -PRON- do a lot of thing like for instance make blood the bone marrow make the blood and then relise -PRON- in to the body the bone also provide protection for other organ for instance the rib portect -PRON- lung another thing be about the bone be the provide structional soppport for the body thank -PRON- for -PRON- time
the brain and the lungs are connected with the spinal cord and neurons that run through your body,the brain and the lung be connect with the spinal cord and neuron that run through -PRON- body
the brain and the spinal cord both contain billions and billions of nerve cells fibers are very very long fibers that are called axons send out signals exept fibers that are called dendrites recieve signals every nerve cell has one cell body one axon and multiple dendrites,the brain and the spinal cord both contain billion and billion of nerve cell fiber be very very long fiber that be call axon send out signal exept fiber that be call dendrite recieve signal every nerve cell have one cell body one axon and multiple dendrite
the brain can proccess things in  seconds,the brain can proccess thing in   second
the brain controls your insideyour brain dose not control your outside so it needs help it uses your  senses your  senses send imformation to your brain from the outside your  senses are made out of billions of microschopic nerve cells called sense receptors,the brain control -PRON- insideyour brain dose not control -PRON- outside so -PRON- need help -PRON- use -PRON-   sense -PRON-   sense send imformation to -PRON- brain from the outside -PRON-   sense be make out of billion of microschopic nerve cell call sense receptor
the brain is a very intresting topic the brain is kind of the leader of your body it controls every single body part and organ in your body it even controls your sight the brain has alot of nervs in it there are over   million nerves in the brain that means that those nerves have to be very small there is a part of the brain called the brain stem all the cords are conected to you brain stem but they all start to spread out as they enter the spinal cord when you hurt yourself the brain is basicly sending a signal to stop doing that thing or get out of that situation pretty cool if you think really deep about it,the brain be a very intresting topic the brain be kind of the leader of -PRON- body -PRON- control every single body part and organ in -PRON- body -PRON- even control -PRON- sight the brain have alot of nerv in -PRON- there be over    million nerve in the brain that mean that those nerve have to be very small there be a part of the brain call the brain stem all the cord be conecte to -PRON- brain stem but -PRON- all start to spread out as -PRON- enter the spinal cord when -PRON- hurt -PRON- the brain be basicly send a signal to stop do that thing or get out of that situation pretty cool if -PRON- think really deep about -PRON-
the brain is made up of millions of active neurons around   kilometers of active neurons in length on the outer layer of the brain is made out of foulded mental copasity wivh has active neurons that protect your brain this helps because these neurons are the ones that are connected to your eyes to make you be able to see,the brain be make up of million of active neuron around    kilometer of active neuron in length on the outer layer of the brain be make out of foulde mental copasity wivh have active neuron that protect -PRON- brain this help because these neuron be the one that be connect to -PRON- eye to make -PRON- be able to see
the cerebrum is the part of the brain that holds all your thoughts and memorys,the cerebrum be the part of the brain that hold all -PRON- thought and memory
the cerebullum controls things like muscle movement and the brain stem controls thing like the heart beating and the digestive system the cerebrum controls things like thought and memory image https  rit albany edu attachments    screenshot  at    pm png,the cerebullum control thing like muscle movement and the brain stem control thing like the heart beat and the digestive system the cerebrum control thing like thought and memory image https   rit albany edu attachment     screenshot   at     pm png
the circulatory system is made out of three systems that work together the heart the lungs arteries veins and portal vessels this system is responsible for the flow of blood nutrients oxygen and other gases,the circulatory system be make out of three system that work together the heart the lung artery vein and portal vessel this system be responsible for the flow of blood nutrient oxygen and other gas
the cranium protects your brain,the cranium protect -PRON- brain
the digestive system has a slow prosess when you have eaten a certain amount of food when you eat a small amount of food like a snack it might take a shorter amount of time to digest but if you eat lots of unhealthy foods the helpful germs that help you digest they can start to feed off of your body and then those germs start to die and that is bad,the digestive system have a slow prosess when -PRON- have eat a certain amount of food when -PRON- eat a small amount of food like a snack -PRON- may take a short amount of time to digest but if -PRON- eat lot of unhealthy food the helpful germ that help -PRON- digest -PRON- can start to feed off of -PRON- body and then those germ start to die and that be bad
the epiglottis is a divider between the trachea and the esophagus when you eat the epiglottis covers the trachea so the esophagus can carry the food to the stomach without the lungs being filled with food,the epiglottis be a divider between the trachea and the esophagus when -PRON- eat the epiglottis cover the trachea so the esophagus can carry the food to the stomach without the lung be fill with food
the epiglottis is a flap made out of elastic cartilage covered by mucus membrane to the laryx it protects behind the tongue and hyoid bone there are taste buds on the epiglottis the epiglottis is a flap that separates the oxygen and your food so your food does not get in your lungs image https upload wikimedia org wikipedia commons e   png,the epiglottis be a flap make out of elastic cartilage cover by mucus membrane to the laryx -PRON- protect behind the tongue and hyoid bone there be taste bud on the epiglottis the epiglottis be a flap that separate the oxygen and -PRON- food so -PRON- food do not get in -PRON- lung image https upload wikimedia org wikipedia common e    png
the first layer of the bone is periosteum it is the outer layer of the bone cortical bone is the second layer it is the hard bone the third layer of the bone is the cancellous its the spongy bone the fourth layer is the bone marrow its the cavity where blood cells are produced the hemopoietic blood cells travel through the bone marrow the next part i will learn about will be blood cells,the first layer of the bone be periosteum -PRON- be the outer layer of the bone cortical bone be the second layer -PRON- be the hard bone the third layer of the bone be the cancellous -PRON- the spongy bone the fourth layer be the bone marrow -PRON- the cavity where blood cell be produce the hemopoietic blood cell travel through the bone marrow the next part i will learn about will be blood cell
the heart and circulatory system make up the network that distributes blood to the bodies tissues valves keep blood flowing into the right direction,the heart and circulatory system make up the network that distribute blood to the body tissue valve keep blood flow into the right direction
the heart doesnt produce blood but i think a different organ does that job of making blood,the heart do not produce blood but i think a different organ do that job of make blood
the heart is there not just there to have a heart beat but it is there to pump blood to other parts of the body if everyone did not have a heart the would live for like  seconds that would not be good so keep your heart healthey,the heart be there not just there to have a heart beat but -PRON- be there to pump blood to other part of the body if everyone do not have a heart the would live for like   second that would not be good so keep -PRON- heart healthey
the hippocampus link https en wikipedia org wiki hippocampusis a structure in the brain that has been associated with various memory link https en wikipedia org wiki memoryfunctions it is part of the limbic system link https en wikipedia org wiki limbic system and lies next to the medial temporal lobe,the hippocampus link https en wikipedia org wiki hippocampusis a structure in the brain that have be associate with various memory link https en wikipedia org wiki memoryfunction -PRON- be part of the limbic system link https en wikipedia org wiki limbic system and lie next to the medial temporal lobe
the hippocampus is a thing in your brain that fafills all your memory this happens from your short term the short term memorys are what we saw felt smelled touched and ate this shortterm memoty transfors to the longterm memory,the hippocampus be a thing in -PRON- brain that fafill all -PRON- memory this happen from -PRON- short term the short term memory be what -PRON- see feel smell touch and eat this shortterm memoty transfor to the longterm memory
the hippocampus stores memories it sorts them into long term and short term when the body goes to sleep it passes the memories to the thalamus the thalamus turns memories into dreams good memories turn to good dreams and vice versa now you may be asking well sometimes i dont have dreams well you do you just dont remember them because they happen when you are in the middle of the dream cycle this is how the thalamus and hippocampus work together to get you an interesting sleep,the hippocampus store memorie -PRON- sort -PRON- into long term and short term when the body go to sleep -PRON- pass the memory to the thalamus the thalamus turn memory into dream good memory turn to good dream and vice versa now -PRON- may be ask well sometimes i do not have dream well -PRON- do -PRON- just do not remember -PRON- because -PRON- happen when -PRON- be in the middle of the dream cycle this be how the thalamus and hippocampus work together to get -PRON- an interesting sleep
the human body is a wonderous place their are many interetsing organs that are very special but how is your whole body powered today we will learn about adenosine triphosphate atp adenosine diphosphate adp and adenosine monophosphate amp lets start with atp atp is what charges your body when you eat atp is made which than powers up your body adp when made makes your body low charged the more atp is used to transform into adp the less atp you have than if your body is low on atp it will be stored in your muscle cells if the atp isnt used its just stored in the muscle cells atp is actually your bodies main energy source amp is actually atp but amp is when your body needs a sudden burst of energy say you were runing a marathon and you were low on energy your stored energy will immediatly be released adp helps your muscle contraction this means that adp will help you move things around adp also helps you heal blood vessels therefore adp hlps you move things around atp is your bodies main energy source and amp is instant energy,the human body be a wonderous place -PRON- be many interetse organ that be very special but how be -PRON- whole body power today -PRON- will learn about adenosine triphosphate atp adenosine diphosphate adp and adenosine monophosphate amp let start with atp atp be what charge -PRON- body when -PRON- eat atp be make which than power up -PRON- body adp when make make -PRON- body low charge the more atp be use to transform into adp the less atp -PRON- have than if -PRON- body be low on atp -PRON- will be store in -PRON- muscle cell if the atp be not use -PRON- just store in the muscle cell atp be actually -PRON- body main energy source amp be actually atp but amp be when -PRON- body need a sudden burst of energy say -PRON- be run a marathon and -PRON- be low on energy -PRON- store energy will immediatly be release adp help -PRON- muscle contraction this mean that adp will help -PRON- move thing around adp also help -PRON- heal blood vessel therefore adp hlp -PRON- move thing around atp be -PRON- body main energy source and amp be instant energy
the human heart is an organ that pumps blood throughout the body via the circulatory system supplying oxygen and nutrients to the tissues and removing carbon dioxide and other wastes the tissues of the body need a constant supply of nutrition in order to be active said dr lawrence phillips a cardiologist at nyu langone medical center in new york if the heart is not able to supply blood to the organs and tissues theyll die,the human heart be an organ that pump blood throughout the body via the circulatory system supply oxygen and nutrient to the tissue and remove carbon dioxide and other waste the tissue of the body need a constant supply of nutrition in order to be active say dr lawrence phillip a cardiologist at nyu langone medical center in new york if the heart be not able to supply blood to the organ and tissue -PRON- will die
the hypotalamus controls temprature the hypothalamus is basically your brains termostat if your body is too hot it tell you to sweat if your too cold your hypothalamus tells you to shiver,the hypotalamus control temprature the hypothalamus be basically -PRON- brain termostat if -PRON- body be too hot -PRON- tell -PRON- to sweat if -PRON- too cold -PRON- hypothalamus tell -PRON- to shiver
the left atrium fills with fresh blood from the lungs that is ready to go back through the body,the left atrium fill with fresh blood from the lung that be ready to go back through the body
the limbic system controls if your feeling happy sad and excited if you start crying or throw a hissy fit its because of your limbic system,the limbic system control if -PRON- feel happy sad and excited if -PRON- start cry or throw a hissy fit -PRON- because of -PRON- limbic system
the liver is one of the most important internal organs because it is a manufacturer a storage area and proccesing plant the liver stores your blood the blood gives the liver oxygen if your blood has toxins in it then the liver makes it into something that is not harmful to your body or it takes it to the kidneys to be exrected the liver also make bile and it breaks down toxins too bile is part of the digestive system and it breaks down chyme and it gets digested bile gets stored in the gallbladder the liver makes thing that help digestion and it makes blood plasma proteins ot make blood clots and digest fat acids it also makes cholestrol to create hormones,the liver be one of the most important internal organ because -PRON- be a manufacturer a storage area and proccese plant the liver store -PRON- blood the blood give the liver oxygen if -PRON- blood have toxin in -PRON- then the liver make -PRON- into something that be not harmful to -PRON- body or -PRON- take -PRON- to the kidney to be exrecte the liver also make bile and -PRON- break down toxin too bile be part of the digestive system and -PRON- break down chyme and -PRON- get digest bile get store in the gallbladder the liver make thing that help digestion and -PRON- make blood plasma protein ot make blood clot and dig fat acid -PRON- also make cholestrol to create hormone
the liver the second most complex organ in your body besides the brain it dose over  jobs for example it proudesesbile another example is that the liver filters out toxionsthat should not be in your body another example is that your liver stores food so when you are low on energy your liver sends out food so you can survive longer have you ever herd someone say a human can survive weeks with out food but you cant survive a day without water i think thats because your liver has stored food for you however your liver dose not store liquids thats why you can survive so long without food but not without water bilea digestive juice that breakes down fat in the small intestentoxionssomithing that is poison bad for youcomplexnot simple,the liver the second most complex organ in -PRON- body besides the brain -PRON- dose over   job for example -PRON- proudesesbile another example be that the liver filter out toxionsthat should not be in -PRON- body another example be that -PRON- liver store food so when -PRON- be low on energy -PRON- liver send out food so -PRON- can survive longer have -PRON- ever herd someone say a human can survive week with out food but -PRON- can not survive a day without water i think that s because -PRON- liver have store food for -PRON- however -PRON- liver dose not store liquid that s why -PRON- can survive so long without food but not without water bilea digestive juice that break down fat in the small intestentoxionssomithing that be poison bad for youcomplexnot simple
the lungs are a pair of spongy airfilled organs located on either side of the chest thorax the trachea windpipe conducts inhaled air into the lungs through its tublar branches called bronchi the bronchi then divided into smaller and smaller branches bronchioles finally becoming microscopic,the lung be a pair of spongy airfilled organ locate on either side of the chest thorax the trachea windpipe conduct inhale air into the lung through -PRON- tublar branch call bronchi the bronchus then divide into small and small branch bronchiole finally become microscopic
the majority of the outer layer of your brain is made up of foulded neurons and a layer of liquid the placing of theses fouled neronrs is much like a finger print they are different for evrey person there will be and every person there is and was this is one of the reasons that everyone is diffrent this is part of our dna that makes us all diffrent,the majority of the outer layer of -PRON- brain be make up of foulde neuron and a layer of liquid the placing of thesis foul neronrs be much like a finger print -PRON- be different for evrey person there will be and every person there be and be this be one of the reason that everyone be diffrent this be part of -PRON- dna that make -PRON- all diffrent
the mitral valve is a valve is valve that lets blood flow from one chamber of the heart the left atrium to another called the left ventricle in mitral valve prolapse part of the mitral valve splits backward loosely into the chamber called the left atrium,the mitral valve be a valve be valve that let blood flow from one chamber of the heart the left atrium to another call the left ventricle in mitral valve prolapse part of the mitral valve split backward loosely into the chamber call the left atrium
the mouth is very important in the digestive system it is the first part in the digestive system the mouth breaks down the food it also mixes the fod with saliva,the mouth be very important in the digestive system -PRON- be the first part in the digestive system the mouth break down the food -PRON- also mix the fod with saliva
the optical nerve is located at the back of the eye and it is directly tied into your bodys central nervous system its made of ganglionic cells nerve cells which transmit what you see to the brain via electrical impulses the optic nerve contains over  million nerve fibers,the optical nerve be locate at the back of the eye and -PRON- be directly tie into -PRON- bodys central nervous system -PRON- made of ganglionic cell nerve cell which transmit what -PRON- see to the brain via electrical impulse the optic nerve contain over   million nerve fiber
the periosteum is the first layer of the bone that stores blood vesels and nerves the second layer of a bone is the compact bone witch is the hard soft outer layer of the bone the third layer of the bone is the cancellous bone witch is also called a sponge bone because it looks like a spongethat concludes my virsion of the diffrent layers of bones,the periosteum be the first layer of the bone that store blood vesel and nerve the second layer of a bone be the compact bone witch be the hard soft outer layer of the bone the third layer of the bone be the cancellous bone witch be also call a sponge bone because -PRON- look like a spongethat conclude -PRON- virsion of the diffrent layer of bone
the plasma in your blood makes up  to  of blood also there is water in plasma red blood cells make up  to  of your blood too and the white bloods cells that protect your body make up  to  of you blood then your platlets make up another  to  of the blood in your body the water in your plasma takes up  of the plasma in your bodys blood,the plasma in -PRON- blood make up   to   of blood also there be water in plasma red blood cell make up   to   of -PRON- blood too and the white blood cell that protect -PRON- body make up   to   of -PRON- blood then -PRON- platlet make up another   to   of the blood in -PRON- body the water in -PRON- plasma take up   of the plasma in -PRON- bodys blood
the pulmonary vein collects the blood cells after the oxygen travels through the trachea and attaches on blood cells image https  rit albany edu attachments    blob,the pulmonary vein collect the blood cell after the oxygen travel through the trachea and attach on blood cell image https   rit albany edu attachment     blob
the reson why we snez is evryone has nose hares wen you breth in bust it muvs your nose har then you snez bugers are mad wen you have drind up mugis in maks a buger,the reson why -PRON- snez be evryone have nose hare wen -PRON- breth in bust -PRON- muvs -PRON- nose har then -PRON- snez buger be mad wen -PRON- have drind up mugi in mak a buger
the respiratory system has little air sacs called the alveoli that help produces air so when we breath in oxygen we breath out carbon dioxide,the respiratory system have little air sac call the alveoli that help produce air so when -PRON- breath in oxygen -PRON- breath out carbon dioxide
the results are often strange every painful thing in ,the result be often strange every painful thing in
the right side of the brain function are the art awareness creativity imagination insight holistic thought music awareness  form left hand control the left side of the brain controls analytic thought logic reasoning science and math and writing number skills right hand control,the right side of the brain function be the art awareness creativity imagination insight holistic think music awareness   form leave hand control the left side of the brain control analytic thought logic reason science and math and write number skill right hand control
the stomach is a muscle bag that begins the digestive system process on entering the stomach food is mixed with gastric juices and is crunched by the contractions of muscles in the stomach wall the food that you eat usually stays in your stomach for about  hour by that time its becomes semiliquid called chymethat can be released into the sprout into the bottom the first part of the small intestine,the stomach be a muscle bag that begin the digestive system process on enter the stomach food be mix with gastric juice and be crunch by the contraction of muscle in the stomach wall the food that -PRON- eat usually stay in -PRON- stomach for about   hour by that time -PRON- become semiliquid call chymethat can be release into the sprout into the bottom the first part of the small intestine
the thalamus is a small part of the brain inside the cerebrum it controls dreams dreams are based on memories either memories of the day week month year or even your whole life if these memories are good like say if you were riding youre first bike this is considered a good memory there for this memory would create a good dream but if say you had fallen and got hurt while rideing your first bike than you would probably have a bad dream or nightmare,the thalamus be a small part of the brain inside the cerebrum -PRON- control dream dream be base on memory either memory of the day week month year or even -PRON- whole life if these memory be good like say if -PRON- be ride -PRON- be first bike this be consider a good memory there for this memory would create a good dream but if say -PRON- have fall and get hurt while ride -PRON- first bike than -PRON- would probably have a bad dream or nightmare
